Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
17580453,Cactus Flower Cafe Navarre,216,Pensacola,"8725 Ortega Park Dr, Navarre, FL 32566",Navarre,"Navarre, Pensacola",-86.8573393,30.4025979,"Mexican, Southwestern, Tex-Mex",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,635
17580142,McGuire's Irish Pub & Brewery,216,Pensacola,"600 E Gregory Street, Pensacola, FL 32502",Pensacola,"Pensacola, Pensacola",-87.2027,30.4179,"Burger, Bar Food, Steak",40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,2238
17580160,New Yorker Deli & Pizzeria,216,Pensacola,"3001 E Cervantes St, Pensacola, FL 32503",Pensacola,"Pensacola, Pensacola",-87.1819,30.4251,"Italian, Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,792
17580349,Tu-Do Vietnamese Restaurant,216,Pensacola,"7130 N Davis Hwy, Pensacola, FL 32504",Pensacola,"Pensacola, Pensacola",-87.2216,30.4982,"Asian, Vietnamese",10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,828
17580412,Carrabba's Italian Grill,216,Pensacola,"311 N 9th Avenue, Pensacola, FL 32502",Pensacola,"Pensacola, Pensacola",-87.205855,30.417318,"Italian, Pizza, Seafood",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,292
17580590,Jaco's Bayfront Bar and Grille,216,Pensacola,"997 South Palafox, Pensacola, FL 32502",Pensacola,"Pensacola, Pensacola",-87.213274,30.403034,Tapas,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,502
17580704,The Tin Cow,216,Pensacola,"102 S Palafox Pl, Pensacola, FL",Pensacola,"Pensacola, Pensacola",-87.2150874,30.4116106,"Burger, Bar Food",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,559
17579928,Cactus Flower Cafe,216,Pensacola,"3425 N 12th Ave, Pensacola, FL 32503",Pensacola,"Pensacola, Pensacola",-87.2080932,30.4473322,"Latin American, Mexican, Southwestern",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,1268
17579992,Dharma Blue,216,Pensacola,"300 S Alcaniz Street, Pensacola, FL 32502",Pensacola,"Pensacola, Pensacola",-87.2092,30.4101,"Seafood, Sushi",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,669
17580030,Global Grill,216,Pensacola,"27 South Palafox Pl, Pensacola, FL 32501",Pensacola,"Pensacola, Pensacola",-87.2153054,30.411878,"European, International, Tapas",40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,900
17580074,Ichiban,216,Pensacola,"5555 N Davis Hwy Ste I, Pensacola, FL 32503",Pensacola,"Pensacola, Pensacola",-87.2252,30.4767,"Japanese, Sushi",25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,765
17580020,The Fish House,216,Pensacola,"600 S Barracks St, Pensacola, FL 32502",Pensacola,"Pensacola, Pensacola",-87.211082,30.407358,"American, Seafood, Sushi",40,Dollar($),No,No,No,No,3,4,Green,Very Good,1270
17580350,Tuscan Oven,216,Pensacola,"4801 N 9th Ave, Pensacola, FL 32503",Pensacola,"Pensacola, Pensacola",-87.214,30.4692,"Italian, Mediterranean, Pizza",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,502
17580408,Flounders Chowder House,216,Pensacola,"800 Quietwater Beach Rd, Pensacola Beach, FL 32561",Pensacola Beach,"Pensacola Beach, Pensacola",-87.143,30.3359,Seafood,40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,724
17579653,Hemingway's Island Grill,216,Pensacola,"400 Quietwater Beach Rd, Pensacola Beach, FL 32561",Pensacola Beach,"Pensacola Beach, Pensacola",-87.142602,30.335521,"Caribbean, Seafood, Steak",40,Dollar($),No,No,No,No,3,3.5,Yellow,Good,479
17580476,Native Cafe,216,Pensacola,"45 A Via De Luna Dr, Pensacola Beach, FL 32561",Pensacola Beach,"Pensacola Beach, Pensacola",-87.132932,30.334776,"Breakfast, Burger",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,591
17580422,Peg Leg Pete's,216,Pensacola,"1010 Fort Pickens Rd, Pensacola Beach, FL 32561",Pensacola Beach,"Pensacola Beach, Pensacola",-87.164376,30.327864,"Burger, Sandwich, Seafood",40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,1408
17580539,The Grand Marlin,216,Pensacola,"400 Pensacola Beach Boulevard, Pensacola Beach, FL 32561",Pensacola Beach,"Pensacola Beach, Pensacola",-87.149178,30.34262,"Caribbean, Seafood",40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,905
17580511,Original Georgios Authentic Greek Food,216,Pensacola,"13310 Merilla Street, Pensacola, FL 32507",Perdido Key,"Perdido Key, Pensacola",-87.4218962,30.3199824,Greek,10,Dollar($),No,No,No,No,1,4.7,Dark Green,Excellent,816
17580021,Fisherman's Corner,216,Pensacola,"13486 Perdido Key Dr, Pensacola, FL 32507",Perdido Key,"Perdido Key, Pensacola",-87.427707,30.308468,"Sandwich, Seafood, Cajun",40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,747
16604370,Mad Cowes Cafe,14,Phillip Island,"4/17 The Esplanade, Cowes, VIC",Phillip Island,"Phillip Island, Phillip Island",145.237813,-38.448307,"Breakfast, Coffee and Tea, Modern Australian",20,Dollar($),No,No,No,No,2,3.7,Yellow,Good,351
17582467,Rupes Burgers,216,Pocatello,"302 NE Main St, Blackfoot, ID 83221",Blackfoot,"Blackfoot, Pocatello",-112.3415,43.1903,"Burger, Fast Food",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,104
17582668,Texas Roadhouse,216,Pocatello,"560 Bullock Street, Pocatello, ID 83202",Chubbuck,"Chubbuck, Pocatello",-112.461326,42.910518,"American, BBQ, Steak",45,Dollar($),No,No,No,No,3,3.5,Yellow,Good,83
17582498,Riverwalk Cafe,216,Pocatello,"695 E Main St, Lava Hot Springs, ID 83246",Lava Hot Springs,"Lava Hot Springs, Pocatello",-112.0132,42.62,"Asian, Thai",10,Dollar($),No,No,No,No,1,3.6,Yellow,Good,91
17582499,Royal Hotel,216,Pocatello,"11 E Main St, Lava Hot Springs, ID 83246",Lava Hot Springs,"Lava Hot Springs, Pocatello",-112.0127,42.6192,"Pizza, Bar Food",0,Dollar($),No,No,No,No,1,3.6,Yellow,Good,59
17582522,Buddy's Italian Restaurant,216,Pocatello,"626 E Lewis St, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.4423,42.8661,"Italian, Pizza, Sandwich",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,222
17582524,Butterburrs,216,Pocatello,"917 Yellowstone Avenue, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.4516,42.8919,"American, Breakfast",30,Dollar($),No,No,No,No,3,3.6,Yellow,Good,121
17582527,Chang Garden,216,Pocatello,"1000 Pocatello Creek Rd Ste W2, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.441,42.8928,Chinese,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,93
17582551,Fifth Street Bagelry,216,Pocatello,"559 S 5TH Ave, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.4397,42.8631,"Coffee and Tea, Sandwich",10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,136
17582558,Goody's Deli,216,Pocatello,"905 S 5th Ave, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.4365,42.8604,"Pizza, Sandwich",10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,160
17582560,Grecian Key Restaurant,216,Pocatello,"314 N Main St, Pocatello, ID 83204",Pocatello,"Pocatello, Pocatello",-112.4524,42.8639,"American, Greek",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,152
17582677,Outer Limits Fun Zone,216,Pocatello,"1800 Garrett Way, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.459988,42.878077,"Burger, Pizza, Sandwich",10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,57
17582670,Portneuf Valley Brewing,216,Pocatello,"615 South 1st Avenue, ID 83201",Pocatello,"Pocatello, Pocatello",-112.443213,42.860024,"American, Pizza",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,191
17582625,Sandpiper Restaurant & Lounge,216,Pocatello,"1400 Bench Rd, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.432,42.9012,"American, Seafood, Steak",40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,85
17582627,Senor Iguanas,216,Pocatello,"961 Hiline Rd, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.4433,42.8942,Mexican,0,Dollar($),No,No,No,No,1,3.6,Yellow,Good,108
17582700,Sushi Family,216,Pocatello,"415 Yellowstone Ave, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.452013,42.88245,"Asian, Sushi, Vegetarian",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,132
17582664,Taste of India Nepal,216,Pocatello,"330 N Main Street, Pocatello, ID 83204",Pocatello,"Pocatello, Pocatello",-112.45253,42.863969,"Indian, International, Vegetarian",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,141
17582682,Thai Paradise,216,Pocatello,"140 S. Main, Pocatello, ID 83204",Pocatello,"Pocatello, Pocatello",-112.450106,42.861871,"Desserts, Thai",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,162
17582669,The Bridge,216,Pocatello,"815 S 1st Street, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.4413856,42.8585987,New American,40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,144
18491935,Nosh Mahal,216,Pocatello,"303 E Alameda Road, ID 83201",Pocatello,"Pocatello, Pocatello",-112.44853,42.891174,"Indian, Persian",25,Dollar($),No,No,No,No,2,0,White,Not rated,1
17582546,El Herradero,216,Pocatello,"123 Jefferson Ave, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.4419,42.8774,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,365
17629582,Barrett Junction Cafe,216,Potrero,"1020 Barrett Lake Rd, Dulzura, CA 91917",Potrero,"Potrero, Potrero",-116.704731,32.613431,"American, BBQ, Burger",25,Dollar($),No,No,No,No,2,3.3,Orange,Average,9
17211719,Blue Point Grill,216,Princeton,"258 Nassau St, Princeton, NJ 08542",Princeton,"Princeton, Princeton",-74.651139,40.352385,Seafood,70,Dollar($),No,No,No,No,4,4,Green,Very Good,542
17144717,Giovanni's Shrimp Truck,216,Rest of Hawaii,"56-505 Kamehameha Hwy, Kahuku, HI 96731",Kahuku,"Kahuku, Rest of Hawaii",-157.948486,21.677078,Seafood,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,691
17143970,Kona Brewing Company,216,Rest of Hawaii,"75-5629 Kuakini Highway, Kailua Kona, HI 96740",Kailua Kona,"Kailua Kona, Rest of Hawaii",-155.997362,19.642752,"American, Pizza, Bar Food",35,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,764
17142698,Leonard's Bakery,216,Rest of Hawaii,"933 Kapahulu Ave, Honolulu, HI 96816",Kaimuki,"Kaimuki, Rest of Hawaii",-157.813432,21.284586,,10,Dollar($),No,No,No,No,1,4.7,Dark Green,Excellent,707
17144991,Coconuts Fish Cafe,216,Rest of Hawaii,"1279 S Kihei Road, Kihei, HI 96753",Kihei,"Kihei, Rest of Hawaii",-156.455284,20.748838,Seafood,30,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,487
17142519,Kihei Caffe,216,Rest of Hawaii,"1945 S Kihei Road, Kihei, HI 96753",Kihei,"Kihei, Rest of Hawaii",-156.451847,20.731487,"American, Hawaiian",10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,695
17145408,Monkeypod Kitchen by Merriman,216,Rest of Hawaii,"10 Wailea Gateway Place, Unit B-201 Kihei, Hawaii, HI 96753",Kihei,"Kihei, Rest of Hawaii",-156.4309473,20.6883746,Burger,40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,485
17143336,Sansei Seafood Restaurant & Sushi Bar,216,Rest of Hawaii,"1881 S Kihei Rd, Kihei, HI 96753",Kihei,"Kihei, Rest of Hawaii",-156.452556,20.733554,"Japanese, Seafood, Sushi",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,807
17145077,Star Noodle,216,Rest of Hawaii,"286 Kupuohi St, Lahaina, HI 96761",Lahaina,"Lahaina, Rest of Hawaii",-156.674835,20.885226,Asian,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,723
17141447,Aloha Mixed Plate,216,Rest of Hawaii,"1285 Front St, Lahaina, HI 96761",Lahaina,"Lahaina, Rest of Hawaii",-156.684967,20.886564,"Asian, Breakfast, Hawaiian",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,874
17142096,Gazebo,216,Rest of Hawaii,"5315 Lower Honoapiilani Rd, Lahaina, HI 96761",Lahaina,"Lahaina, Rest of Hawaii",-156.667037,20.992316,"Breakfast, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,552
17142297,Hula Grill,216,Rest of Hawaii,"2435 Kaanapali Pkwy, Lahaina, HI 96761",Lahaina,"Lahaina, Rest of Hawaii",-156.693821,20.921347,"Hawaiian, Seafood, Steak",40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,1056
17142535,Kimo's,216,Rest of Hawaii,"845 Front St, Lahaina, HI 96761",Lahaina,"Lahaina, Rest of Hawaii",-156.680666,20.876127,"Hawaiian, Seafood, Steak",40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,707
17142792,Mama's Fish House,216,Rest of Hawaii,"799 Poho Pl, Paia, HI 96779",Paia,"Paia, Rest of Hawaii",-156.366445,20.929622,"Hawaiian, Seafood",70,Dollar($),No,No,No,No,4,4.9,Dark Green,Excellent,1343
17145495,Marukame Udon,216,Rest of Hawaii,"2310 Kuhio Avenue, Honolulu, HI 96815",Waikiki,"Waikiki, Rest of Hawaii",-157.825979,21.279476,Japanese,10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,602
17143950,Yard House,216,Rest of Hawaii,"226 Lewers St, Honolulu, HI 96815",Waikiki,"Waikiki, Rest of Hawaii",-157.8312476,21.2794952,"American, Asian, Burger",40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,1078
17142747,Lulu's Waikiki,216,Rest of Hawaii,"2586 Kalakaua Ave, Honolulu, HI 96815",Waikiki,"Waikiki, Rest of Hawaii",-157.822716,21.271826,American,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,232
17141990,Duke's Waikiki,216,Rest of Hawaii,"2335 Kalakaua Ave, Honolulu, HI 96815",Waikiki,"Waikiki, Rest of Hawaii",-157.827196,21.277583,"Hawaiian, Seafood, Steak",70,Dollar($),No,No,No,No,4,4.4,Green,Very Good,1492
17144732,Eggs 'n Things,216,Rest of Hawaii,"343 Saratoga Road, Honolulu, HI 96815",Waikiki,"Waikiki, Rest of Hawaii",-157.831538,21.280663,Breakfast,10,Dollar($),No,No,No,No,1,4,Green,Very Good,535
17143282,Roy's,216,Rest of Hawaii,"226 Lewers St, Honolulu, HI 96815",Waikiki,"Waikiki, Rest of Hawaii",-157.831176,21.279154,"Asian, European, Seafood",70,Dollar($),No,No,No,No,4,4.2,Green,Very Good,531
17143705,Wailana Coffee House,216,Rest of Hawaii,"1860 Ala Moana Blvd, Honolulu, HI 96815",Waikiki,"Waikiki, Rest of Hawaii",-157.836031,21.285396,"American, Breakfast, Hawaiian",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,694
17615915,The Lady & Sons,216,Savannah,"102 W Congress St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0954,32.0804,Southern,40,Dollar($),No,No,No,No,3,3.3,Orange,Average,1201
17616487,Green Truck Pub,216,Savannah,"2430 Habersham Street, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.096647,32.052858,Burger,40,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,906
17615924,Leopold's Ice Cream,216,Savannah,"212 E Broughton Street, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0894,32.0785,"Desserts, Sandwich, Ice Cream",10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,880
17615979,Mrs. Wilkes' Dining Room,216,Savannah,"107 W Jones St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0955,32.0727,"American, Southern",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1014
17616266,Zunzi's,216,Savannah,"108 E York Street, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0911,32.0775,"International, Mediterranean, Sandwich",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,796
17615976,Moon River Brewing Company,216,Savannah,"21 W Bay St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0916,32.0809,"American, Bar Food, Sandwich",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,747
17616025,Pirates' House Restaurant,216,Savannah,"20 E Broad St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0844,32.0782,"American, Seafood, Steak",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,566
17615597,B. Matthew's Eatery,216,Savannah,"325 E Bay St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0875,32.0798,"American, Breakfast",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,683
17615740,Crystal Beer Parlor,216,Savannah,"301 W Jones St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0979,32.0735,"American, Bar Food",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,690
17616203,Goose Feathers Cafe and Bakery,216,Savannah,"39 Barnard St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0941,32.0801,"Breakfast, Vegetarian",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,680
17616590,Henry's,216,Savannah,"28 Drayton St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0905213,32.0794767,"American, Breakfast",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,287
17615855,Huey's On The River,216,Savannah,"115 E River St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0897,32.0812,"Breakfast, Cajun",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,802
17616348,J. Christopher's,216,Savannah,"122 E. Liberty, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.091482,32.074495,"Breakfast, Diner, Sandwich",25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,710
17616368,Lulu's Chocolate Bar,216,Savannah,"42 MLK Jr. Blvd, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.097051,32.080742,"Coffee and Tea, Desserts",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,456
17616400,Rocks on the River,216,Savannah,"102 West Bay St., Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.092484,32.081394,"Pizza, Seafood, Steak",70,Dollar($),No,No,No,No,4,4,Green,Very Good,687
17616076,SOHO South Cafe,216,Savannah,"12 W Liberty St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0939,32.0747,"Cafe, Sandwich, Southern",25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,719
17616205,The Olde Pink House,216,Savannah,"23 Abercorn St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0897,32.0798,"American, Seafood, Southern",70,Dollar($),No,No,No,No,4,4.4,Green,Very Good,1803
17616222,Vic's On The River,216,Savannah,"26 E Bay St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0908,32.0809,American,70,Dollar($),No,No,No,No,4,4.1,Green,Very Good,558
17616295,The Crab Shack,216,Savannah,"40 Estill Hammock Rd, Tybee Island, GA 31328",Tybee Island,"Tybee Island, Savannah",-80.865909,32.011689,Seafood,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,883
17616465,Tybee Island Social Club,216,Savannah,"1311 Butler Ave, Tybee Island, GA 31328",Tybee Island,"Tybee Island, Savannah",-80.848297,31.99581,,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,309
18483372,Sky On 57,184,Singapore,"10 Bayfront Avenue, 57 Marina Bay Sands 018956","Bayfront Avenue, Downtown Core","Bayfront Avenue, Downtown Core, Singapore",103.8600048,1.2826608,"Chinese, Continental, Singaporean",300,Dollar($),No,No,No,No,4,3.4,Orange,Average,34
18484349,Cut By Wolfgang Puck,184,Singapore,"2 Bayfront Avenue, B1-71 Marina Bay Sands 018972","Bayfront Subzone, Downtown Core","Bayfront Subzone, Downtown Core, Singapore",103.8594222,1.285476931,"American, Steak",270,Dollar($),No,No,No,No,4,4,Green,Very Good,33
18496057,Restaurant Andre,184,Singapore,41 Bukit Pasoh Road 089855,"Cantonment Road, Outram","Cantonment Road, Outram, Singapore",103.8403602,1.279419756,"French, Mediterranean, European",500,Dollar($),No,No,No,No,4,3.8,Yellow,Good,33
18483389,Potato Head Folk,184,Singapore,36 Keong Saik Road 089143,"Chinatown, Outram","Chinatown, Outram, Singapore",103.8416688,1.280502991,American,80,Dollar($),No,No,No,No,4,3.1,Orange,Average,34
18483222,Jaan,184,Singapore,"2 Stamford Road, Level 70 Equinox Complex 178882","City Hall, Downtown Core","City Hall, Downtown Core, Singapore",103.8536048,1.293220698,French,430,Dollar($),No,No,No,No,4,3.8,Yellow,Good,35
18483085,Rhubarb Le Restaurant,184,Singapore,"3 Duxton Hill, Duxton 089589","Duxton Hill, Outram","Duxton Hill, Outram, Singapore",103.8430222,1.27944363,French,315,Dollar($),No,No,No,No,4,3.9,Yellow,Good,33
18484423,Al'frank Cookies,184,Singapore,12 Haji Lane 189205,"Haji Lane, Rochor","Haji Lane, Rochor, Singapore",103.859422,1.300404333,Bakery,20,Dollar($),No,No,No,No,2,4.2,Green,Very Good,29
18483714,Fratini La Trattoria,184,Singapore,"10 Greenwood Avenue, Hillcrest Park 289201","Hillcrest, Bukit Timah","Hillcrest, Bukit Timah, Singapore",103.8070809,1.331128397,Italian,100,Dollar($),No,No,No,No,4,4.1,Green,Very Good,35
18485469,Boufe Boutique Cafe,184,Singapore,"308 Tanglin Road,Phoenix Park #01-01  247974","Kay Siang Road, Tanglin","Kay Siang Road, Tanglin, Singapore",103.8146178,1.29782554,"Italian, French, Bakery, Cafe",50,Dollar($),No,No,No,No,3,3.2,Orange,Average,29
18479690,The Refinery Singapore,184,Singapore,"115 King George Avenue, #01-02 Ann Chuan Industrial Building 208561","Lavender, Kallang","Lavender, Kallang, Singapore",103.8621195,1.310668316,"American, Japanese, Singaporean",80,Dollar($),No,No,No,No,4,3.2,Orange,Average,30
18483224,Chye Seng Huat Hardware,184,Singapore,150 Tyrwhitt Road 207563,"Lavender, Kallang","Lavender, Kallang, Singapore",103.8604162,1.311550709,Cafe,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,33
18493989,Makansutra Gluttons Bay,184,Singapore,"803 Raffles Avenue, #01-15 Esplanade Mall 039802","Marina Centre, Downtown Core","Marina Centre, Downtown Core, Singapore",103.8558665,1.289761964,"Singaporean, Chinese, Seafood, Malay, Indian",30,Dollar($),No,No,No,No,3,3,Orange,Average,25
18484464,Colony,184,Singapore,"7 Raffles Avenue, Ritz-carlton Millenia Singapore 039799","Marina Centre, Downtown Core","Marina Centre, Downtown Core, Singapore",103.859955,1.2905805,"Asian, Continental, Seafood",220,Dollar($),No,No,No,No,4,3.8,Yellow,Good,30
